RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary
1727,15745107,Lung,Male,38,112281.7,89893.6
1728,15734491,Lombardo,Female,36,0,3173.31
1729,15675320,Leonard,Female,40,93499.82,123218.81
1730,15643824,Johnston,Male,33,132255.99,74588.41
1731,15643438,P'eng,Male,20,0,31288.77
1732,15721730,Amechi,Female,44,0,58561.31
1733,15680727,Fang,Male,49,121973.28,148804.36
1734,15752508,Docherty,Male,32,99462.8,51117.06
1735,15808846,Horton,Female,21,165878.76,164537.17
1736,15727251,Vincent,Male,30,117494.27,61977.82
1737,15663489,Onio,Female,29,138577.34,193362.99
1738,15683677,Schiavone,Male,39,0,47722.79
1739,15596414,Chandler,Male,41,107525.07,18510.41
1740,15730639,Fiorentino,Male,23,139224.92,65057.71
1741,15672132,Butusov,Female,42,121453.63,46374.64
1742,15742638,Wang,Female,25,0,42039.67
1743,15578603,Alexeieva,Female,54,77354.37,138192.98
1744,15726088,Vinogradova,Male,40,0,22735.45
1745,15682533,Hughes,Female,39,79259.99,186910.74
1746,15772995,Ts'ao,Male,30,116295.29,75285.47
1747,15765694,Bage,Female,59,0,130260.11
1748,15659486,Yudina,Male,34,74309.81,15034.93
1749,15568963,Naquin,Male,34,152797.9,175709.4
1750,15703820,Endrizzi,Male,42,133701.07,101069.71
1751,15569410,Tang,Female,33,114430.18,153012.13
1752,15632256,Schroeder,Male,29,127504.57,86173.92
1753,15724466,Swearingen,Female,41,84113.41,197548.63
1754,15777639,McGregor,Female,23,101126.66,37042.8
1755,15802501,Onyeorulu,Male,33,103564.83,121085.72
1756,15778410,Clarke,Female,52,0,194113.99
1757,15670702,Smith,Male,37,168178.21,101273.23
1758,15704763,Kozlova,Female,39,143903.11,118711.75
1759,15645544,Nekrasov,Female,30,129753.69,582.53
1760,15757646,Olague,Male,35,0,192381.21
1761,15701121,Holt,Male,38,110641.18,136507.69
1762,15796313,Olsen,Female,36,166909.2,138871.12
1763,15815660,Mazzi,Female,34,154139.45,60728.89
1764,15602844,Niu,Male,38,97459.06,189175.71
1765,15636238,Graham,Male,40,0,102547.56
1766,15770101,Millar,Male,43,112088.04,36706.56
1767,15645543,Bell,Female,34,0,44756.25
1768,15596397,Kelly,Female,48,0,132870.15
1769,15770525,T'an,Male,28,141038.57,16287.38
1770,15684267,Davila,Male,39,84468.67,121945.42
1771,15689980,Willis,Female,36,118520.26,131173.9
1772,15633260,Dumetochukwu,Male,37,142663.46,88669.89
1773,15756471,Giles,Male,27,118627.16,160835.3
1774,15721303,O'Meara,Male,34,137523.02,24761.36
1775,15802256,Yao,Male,28,110976.23,138526.96
1776,15725664,Wallace,Female,38,107283.4,157442.75
1777,15674851,T'ien,Male,38,0,105295.77
1778,15701946,Ndubueze,Male,34,124314.45,97782.92
1779,15748947,Chukwuraenye,Female,41,95858.37,68255.88
1780,15673342,K'ung,Male,36,0,108790.95
1781,15601008,Stevenson,Male,33,0,143706.18
1782,15771636,Marshall,Female,36,0,148993.47
1783,15642002,Hayward,Female,35,117707.18,95277.15
1784,15693381,Tipton,Male,38,135289.33,152956.33
1785,15607691,Gibson,Male,36,174060.46,94925.62
1786,15589380,Fraser,Male,40,114446.84,87308.18
1787,15603846,Fang,Male,37,0,83978.86
1788,15753549,Dubinina,Male,25,157848.53,37543.93
1789,15725355,Morey,Female,43,0,104889.3
1790,15773017,Todd,Female,37,0,149705.25
1791,15625641,Forbes,Female,74,108071.36,16445.79
1792,15776467,De Salis,Female,35,14262.8,54689.16
1793,15746451,Barry,Male,41,102749.72,194913.86
1794,15777922,Afamefuna,Male,36,161757.87,146371.72
1795,15606841,Ibbott,Male,38,0,156603.7
1796,15757648,Marshall,Female,35,95698.79,182566.76
1797,15677173,Law,Male,37,124969.13,60194.05
1798,15764170,Pinto,Male,44,93960.35,36579.53
1799,15610446,Chinedum,Female,51,88308.87,5862.53
1800,15612776,McKay,Female,39,0,143030.09
1801,15794122,Otutodilinna,Female,59,0,62700.08
1802,15774931,She,Male,30,112935.87,99017.34
1803,15779247,Pai,Female,24,98567.1,187987.01
1804,15707078,Kruglov,Female,26,180530.51,123454.62
1805,15605263,Chin,Male,33,140931.57,10921.5
1806,15607381,King,Female,31,148913.72,53817.23
1807,15683471,Hansen,Male,38,0,81617.4
1808,15605037,Ting,Female,49,0,192298.84
1809,15576085,Stone,Male,41,0,143882.25
1810,15770435,McLean,Female,50,115335.32,53130.41
1811,15592994,Zikoranachidimma,Female,65,0,190454.04
1812,15624068,Fu,Female,26,0,111906
1813,15595221,Trevisano,Female,33,134678.13,113177.95
1814,15637131,Fallaci,Male,38,0,30529.88
1815,15613471,Wiley,Male,31,90547.48,18800.13
1816,15583499,Chiagoziem,Male,32,103324.78,46127.7
1817,15752816,Murray,Male,29,114590.58,75585.48
1818,15804075,Chuang,Female,36,91286.51,63085.94
1819,15800517,Huang,Male,32,163340.12,74415.2
1820,15712319,Chukwukere,Male,45,150900.29,139889.15
1821,15797389,Hsia,Male,23,124577.33,7267.25
1822,15621432,Lee,Male,35,0,186826.22
1823,15779390,Theus,Female,31,91292.7,162149.07
1824,15711219,Jennings,Female,57,93716.72,180150.49
1825,15770498,Parker,Female,37,111723.08,83478.12
1826,15678727,Tan,Male,45,110765.68,26163.74
1827,15573893,Barry,Male,25,173459.45,44381.06
1828,15740104,Tuan,Female,22,169649.73,136365
1829,15792649,Patterson,Female,31,0,99294.22
1830,15605275,Ofodile,Male,45,116917.07,173464.43
1831,15572467,Chandler,Male,37,0,127543.81
1832,15738219,Nash,Female,36,0,52526.65
1833,15600710,Atkinson,Male,22,0,32589.45
1834,15804394,Brenan,Male,32,130627.66,47161.25
1835,15694188,Obidimkpa,Female,46,56580.95,45424.13
1836,15583718,Terry,Male,38,142316.14,8018.49
1837,15802478,Spring,Male,31,0,195668
1838,15619343,Mahmood,Male,56,152759,133167.11
1839,15758813,Campbell,Male,39,109733.2,123602.11
1840,15761374,Bellucci,Male,54,117444.51,186238.85
1841,15569209,Amaechi,Female,34,76001.57,158668.87
1842,15788539,Foxall,Female,34,107747.57,9249.36
1843,15747222,Bentley,Female,35,0,116581.1
1844,15769346,Baird,Female,36,134997.49,44688.08
1845,15699634,Howard,Female,48,0,148608.39
1846,15589076,Henry,Male,36,0,188670.9
1847,15812338,Sopuluchukwu,Female,30,0,107067.37
1848,15758845,Rocher,Female,37,64345.21,61759.33
1849,15685844,White,Female,35,141665.63,192776.64
1850,15583090,Komar,Female,29,0,46735.19
1851,15587581,Russo,Female,33,136624.6,169117.74
1852,15633640,Loewenthal,Female,52,161209.66,89081.41
1853,15573741,Aliyeva,Male,38,95010.92,105227.86
1854,15633574,Montes,Female,41,167545.32,128246.81
1855,15711455,Kuo,Female,36,109044.6,94554.74
1856,15570601,Cheng,Female,47,122031.55,33823.5
1857,15690925,McIntosh,Female,29,27755.97,97468.44
1858,15709338,T'ao,Female,29,118560.55,164137.36
1859,15780746,Tyndall,Male,61,0,191313.7
1860,15681956,Bailey,Male,34,0,65257.57
1861,15778190,Onyekaozulu,Female,28,97840.72,178222.77
1862,15786852,Nwachukwu,Female,38,158651.29,179445.28
1863,15726494,Romani,Male,44,175303.06,65500.53
1864,15641183,Chin,Male,25,96950.21,97877.92
1865,15805312,Bellucci,Male,45,123859.6,113051.57
1866,15636572,Christmas,Female,32,0,105969.05
1867,15632575,Moore,Female,70,0,122996.76
1868,15740164,Genovesi,Female,33,85227.84,68087.15
1869,15574947,Cartwright,Male,36,97786.08,21478.36
1870,15597909,Johnstone,Male,33,128135.99,158437.73
1871,15782574,Warner,Male,33,0,76551.7
1872,15734999,Stephenson,Male,36,85996.19,15887.68
1873,15706593,Ellis,Female,50,0,33741.84
1874,15766686,Nebechi,Female,39,104502.11,20652.69
1875,15590268,Chu,Male,35,95772.97,112781.5
1876,15763055,Onuchukwu,Male,31,98108.79,119996.95
1877,15664754,Steele,Male,39,131607.28,6981.43
1878,15643630,Quaife,Male,55,63127.41,185211.28
1879,15641043,Scott,Male,35,0,78436.36
1880,15768095,Yeh,Male,31,0,139048
1881,15811314,Y?,Female,36,140355.56,136329.96
1882,15669922,Conti,Female,36,0,14721.8
1883,15707114,Holder,Male,30,0,3430.38
1884,15670602,Burgess,Male,24,107418.27,160450.21
1885,15713479,Ozuluonye,Male,35,0,1485.27
1886,15663830,De Luca,Male,32,0,19720.08
1887,15566958,Li Fonti,Male,39,167557.12,41183.02
1888,15680918,Freeman,Male,34,117300.02,139410.08
1889,15663921,Pisani,Male,60,0,163691.48
1890,15716324,Ignatieff,Female,23,143672.9,115147.33
1891,15796969,Lahti,Male,33,0,74945.11
1892,15574783,Perkins,Female,37,0,180363.56
1893,15773487,Conway,Female,31,76798.92,196021.73
1894,15802486,Hayes,Male,34,0,125979.36
1895,15783398,Rizzo,Female,49,115309.75,111421.77
1896,15649418,Krylov,Female,29,178171.04,115818.51
1897,15604588,Li Fonti,Female,38,0,179360.76
1898,15735428,Talbot,Female,37,0,82351.06
1899,15629078,Matthias,Female,45,127258.79,192744.23
1900,15806880,Boyle,Female,30,0,113408.47
1901,15754999,Ch'eng,Female,33,0,124641.42
1902,15781034,Mason,Male,67,0,54871.02
1903,15622017,Bruno,Female,33,0,98820.09
1904,15705885,Smeaton,Male,36,0,45570.84
1905,15677382,Miller,Female,69,107569.96,182336.45
1906,15566843,Gotch,Male,20,134874.4,118825.56
1907,15608387,Fu,Female,29,0,103372.79
1908,15810786,O'Toole,Female,67,0,43486.73
1909,15626983,Ledford,Female,48,0,40062.99
1910,15773605,Iadanza,Female,32,0,46175.7
1911,15811261,Alaniz,Male,42,70105.87,120830.73
1912,15590606,Saunders,Male,41,0,5967.09
1913,15576644,Lin,Female,29,78939.15,122134.56
1914,15750264,Pinto,Male,30,105128.85,62972.13
1915,15741554,Streeter,Male,31,113836.27,174815.54
1916,15769051,Shaw,Male,25,0,192841.13
1917,15812198,Chen,Male,48,100900.5,33310.72
1918,15699772,Barclay,Female,40,129248.11,72876.43
1919,15744105,Kodilinyechukwu,Female,28,109118.05,50911.41
1920,15739858,Otitodilichukwu,Male,56,0,142400.27
1921,15723720,McKenzie,Female,31,0,48778.46
1922,15638355,Woods,Female,35,126397.66,156361.58
1923,15805637,Hsing,Male,36,108546.16,133807.77
1924,15629575,Wheare,Male,36,148061.89,179128.69
1925,15586243,Yobachi,Male,44,122277.87,91810.71
1926,15757931,Fang,Male,24,0,173195.33
1927,15716023,Pearson,Male,31,0,182270.88
1928,15647782,Brown,Male,36,152899.24,177130.33
1929,15716609,L?,Male,54,134388.11,49954.79
1930,15623791,Padovesi,Female,40,109740.62,141896.74
1931,15627262,Soto,Male,23,92366.72,120661.71
1932,15652693,Greco,Female,26,129109.02,149814.68
1933,15586993,Giordano,Female,56,0,41782.7
1934,15815560,Bogle,Male,74,105102.5,46172.47
1935,15584930,Grimmett,Male,30,111375.32,2704.09
1936,15799031,Ayers,Male,39,0,6726.53
1937,15810457,Miller,Female,33,150412.14,170764.08
1938,15697879,Webb,Male,30,156660.72,45742.42
1939,15594902,Lombardi,Male,38,90957.81,162304.59
1940,15799710,Wei,Male,37,104960.46,80883.82
1941,15659651,Ross,Female,31,117052.82,118508.09
1942,15645956,Jideofor,Male,44,88915.85,69697.74
1943,15651713,King,Male,45,148071.39,183575.01
1944,15737265,Nwokeocha,Male,39,152182.83,161203.6
1945,15687310,Humphries,Male,39,0,143752.77
1946,15607347,Olisaemeka,Male,22,130056.23,121894.31
1947,15698321,Yobanna,Male,34,95039.73,147055.87
1948,15657812,Ch'iu,Male,52,0,172033.57
1949,15569187,Fleming,Male,35,0,143774.06
1950,15681562,Trevisan,Female,43,112773.73,139366.58
1951,15615456,Aleksandrova,Female,37,123806.28,81776.84
1952,15589793,Onwuamaeze,Male,53,144453.75,190998.96
1953,15781884,Knox,Male,27,94667.29,4470.52
1954,15675190,Chia,Male,21,0,135851.3
1955,15600734,Townsend,Male,51,174397.21,172372.63
1956,15779176,Dike,Female,58,108888.24,135875.51
1957,15605286,Moyes,Male,55,118803.35,128124.7
1958,15674922,Beavers,Male,54,171137.62,167023.95
1959,15737506,Tretiakova,Male,42,0,149807.01
1960,15780514,Fuller,Male,33,136678.52,54290.62
1961,15623647,Dellucci,Female,36,135515.76,86013.96
1962,15668472,Ritchie,Female,24,177799.83,79886.06
1963,15692416,Aikenhead,Female,52,143542.36,141959.11
1964,15771139,Douglas,Male,34,147487.23,66680.77
1965,15738318,Kung,Female,40,97764.41,98640.15
1966,15772243,MacDonald,Female,33,0,142797.5
1967,15638463,Okwudilichukwu,Female,48,139480.18,163581.67
1968,15598088,Ni,Male,25,0,163221.22
1969,15693468,Simmons,Female,39,140553.46,12440.44
1970,15671930,H?,Female,36,0,145551.6
1971,15762268,Hancock,Female,41,141162.08,50908.48
1972,15780954,Cran,Male,26,65848.36,30149.21
1973,15700174,McKay,Female,30,83319.28,57769.2
1974,15635728,P'an,Male,41,0,156381.47
1975,15679283,Parkhill,Female,33,129731.64,178123.86
1976,15591386,Golubova,Female,35,0,51112.8
1977,15694192,Nwankwo,Female,38,0,173783.38
1978,15585901,Johnson,Male,35,0,174770.14
1979,15792329,Mao,Male,37,107106.33,172063.09
1980,15635597,Echezonachukwu,Male,33,0,155294.17
1981,15775880,McElyea,Female,30,0,40320.3
1982,15630913,Rosas,Female,69,105303.73,134260.34
1983,15756680,Phillips,Male,28,165798.1,147090.9
1984,15587913,Palerma,Female,40,0,132368.47
1985,15737605,Morris,Female,45,126495.57,164741.5
1986,15627876,Pavlova,Female,47,116393.59,63051.32
1987,15772601,Lu,Female,41,81733.74,199761.29
1988,15758606,Yamamoto,Male,54,0,55725.04
1989,15657107,Angelo,Female,46,106171.68,163145.5
1990,15622454,Zaitsev,Male,28,96020.86,57992.49
1991,15775803,Cawker,Male,41,0,193093.77
1992,15570859,Froggatt,Male,36,181671.16,57531.14
1993,15748381,Gorbunov,Female,29,185709.28,77242.19
1994,15787189,Tai,Male,60,134250.17,153046.16
1995,15666055,Rowe,Female,49,0,63405.2
1996,15617648,Mikkelsen,Female,44,95671.75,106564.88
1997,15755678,Kovalyov,Male,62,0,42763.12
1998,15624781,Mbanefo,Female,34,142151.75,168753.34
1999,15779497,Ts'ai,Male,43,127823.93,19483.35
3360,15747878,Aiken,Male,60,0,51637.67
3361,15726796,Brabyn,Male,38,111501.66,119333.38
3362,15754952,Su,Female,48,76595.08,127095.14
3363,15652192,Traeger,Female,33,160541.36,93541.14
3364,15681924,Ekwueme,Male,38,129728.6,89289.54
3365,15763544,Thompson,Male,47,0,108762.16
3366,15764431,Chinwenma,Female,34,130929.02,28238.25
3367,15684010,Tuan,Female,74,116800.25,34130.43
3368,15648881,Tsai,Male,40,101016.53,7926.35
3369,15733303,Liu,Male,67,0,27330.27
3370,15643294,Robinson,Female,33,190566.65,79997.14
3371,15749905,Carr,Female,47,0,50213.81
3372,15625175,Palerma,Female,43,97067.69,60920.03
3373,15643967,Chineze,Female,37,92208.54,197699.8
3374,15578251,Fang,Male,37,186347.97,92809.73
3375,15772573,Simpson,Male,55,103176.62,163516.16
3376,15733234,Moretti,Female,58,0,62449.07
3377,15721582,Hale,Female,40,77270.08,115800.1
3378,15628219,Benson,Female,37,111911.63,110359.68
3379,15571302,Estep,Male,72,94216.05,78695.68
3380,15637178,Mishina,Female,45,0,128378.04
3381,15601184,Abramovich,Female,26,0,155248.62
3382,15629511,Lavrentiev,Male,49,106770.82,123499.27
3383,15570629,Alexeyeva,Female,72,138089.97,99920.41
3384,15665766,T'ang,Male,39,133191.19,53289.49
3385,15693732,Kilgour,Female,66,0,67622.34
3386,15765982,Chin,Male,41,74135.85,11783.1
3387,15582016,Fiorentini,Male,41,99208.46,62402.38
3388,15798024,Lori,Male,84,92242.34,186235.98
3389,15588622,Marchesi,Male,25,108380.72,79005.95
3390,15724863,Sheppard,Female,55,91893.32,144870.28
3391,15618213,Nnanna,Female,32,85757.93,95481
3392,15780411,Norris,Female,46,0,820.46
3393,15725429,Vincent,Male,33,96759.42,174777.98
3394,15600626,Bradley,Male,30,0,8991.17
3395,15668460,Bellucci,Male,29,0,2797.27
3396,15576263,Clements,Female,22,0,22303.17
3397,15720354,Knowles,Male,71,0,197562.08
3398,15691624,Chidiebere,Male,33,132150.26,23067.97
3399,15793196,Kelly,Male,41,0,190294.12
3400,15633352,Okwukwe,Female,31,175443.75,113167.17
3401,15750874,Onyemere,Male,31,78990.15,124777.14
3402,15588923,Murphy,Female,33,113743.37,124625.08
3403,15715745,Elliott,Female,26,157624.84,49599.27
3404,15611800,Loggia,Female,62,125163.62,151411.5
3405,15576928,Walsh,Female,23,0,122964.18
3406,15793693,Mahomed,Male,60,0,57088.97
3407,15581252,Dolgorukova,Female,29,80922.75,7820.78
3408,15797760,Bogdanov,Male,40,193354.86,149188.41
3409,15790564,She,Female,40,107648.94,134638.97
3410,15593736,Cook,Female,46,131769.04,184980.23
3411,15595937,Bruno,Male,36,138992.48,122373.42
3412,15815628,Moysey,Female,37,113899.92,80215.2
3413,15782802,Beneventi,Male,26,114450.32,14081.64
3414,15627412,Ferri,Male,39,0,199390.45
3415,15734609,Skinner,Female,37,0,7667.48
3416,15710689,Angel,Male,40,63609.92,74965.61
3417,15565806,Toosey,Male,38,0,30583.95
3418,15815530,Chin,Female,42,75497.51,149682.78
3419,15632272,Lung,Female,42,0,92664.09
3420,15684103,Mellor,Female,26,0,138423.1
3421,15654519,Hassall,Male,31,0,3148.2
3422,15767722,Richardson,Female,39,117704.73,197933.5
3423,15654346,Poninski,Male,35,130463.55,37341.17
3424,15660147,Dore,Male,32,46161.18,79577.4
3425,15814998,Bonham,Male,42,0,197602.29
3426,15802207,Ibezimako,Male,43,110182.54,87537.32
3427,15658668,Hunter,Male,49,0,41623.59
3428,15715079,Bold,Male,41,117221.15,168280.95
3429,15570360,Wan,Female,35,0,125986.18
3430,15674678,Bradley,Female,43,79120.27,548.52
3431,15780925,Tretyakova,Male,37,177069.24,96088.54
3432,15688193,Graham,Male,36,61636.97,107787.42
3433,15778219,Izmailov,Male,26,0,20510.79
3434,15696514,Calabrese,Female,37,104414.03,192026.02
3435,15712303,Valentin,Male,66,159732.02,118188.15
3436,15719090,Osonduagwuike,Female,34,89437.03,189540.95
3437,15735632,Williamson,Male,41,0,63736.17
3438,15619436,Pan,Female,32,0,95740.37
3439,15722404,Carpenter,Female,30,0,127939.19
3440,15662063,McIver,Male,36,142400.77,193438.69
3441,15745605,Trevisan,Female,47,88011.4,90655.94
3442,15636658,Rozhkova,Male,36,0,12067.39
3443,15784130,He,Female,30,154870.28,54191.38
3444,15606755,Moretti,Female,46,0,58667.16
3445,15801699,Fishbourne,Male,43,0,35687.43
3446,15784097,Gibson,Male,28,118402.25,14288.93
3447,15764654,Zikoranachidimma,Male,37,87374.88,247.36
3448,15612092,Palmer,Male,32,105397.8,78111.84
3449,15610903,Chukwueloka,Female,31,125341.69,79547.39
3450,15705777,Real,Male,49,129164.88,193266.72
3451,15661936,Chikelu,Male,40,141004.46,105028.46
3452,15700864,Fiorentini,Female,21,0,116106.52
3453,15722965,Yefimova,Male,57,89079.41,53179.21
3454,15737521,Ball,Male,40,103604.31,140947.05
3455,15814465,Ch'in,Male,24,182705.05,171837.06
3456,15580988,Odell,Male,29,0,123437.05
3457,15789974,Enemuo,Male,33,94598.48,197519.66
3458,15713370,Hunter,Male,36,188241.05,183058.51
3459,15748673,Nepean,Female,37,0,22710.72
3460,15754919,Nwebube,Female,40,0,69303.15
3461,15641662,Enticknap,Male,39,117469.91,63705.9
3462,15813422,Lu,Male,35,80790.74,116429.51
3463,15713596,Ugochukwu,Female,62,107735.93,58381.77
3464,15791216,Mann,Male,43,133379.41,177378.66
3465,15689031,Murphy,Female,37,168066.87,35450.53
3466,15763704,Docherty,Female,43,69014.49,164621.43
3467,15631339,Adams,Male,28,0,174435.48
3468,15771509,Hirst,Female,42,98548.62,94047.75
3469,15769586,Horan,Female,49,0,119087.25
3470,15656096,Cumbrae-Stewart,Female,26,76554.06,184800.27
3471,15585280,Kinney,Female,36,0,75035.48
3472,15743582,T'ang,Female,27,107375.82,62703.38
3473,15761692,Muir,Male,40,122417.17,190882.69
3474,15627840,Toscano,Female,42,0,91981.85
3475,15778861,Wallace,Male,33,97188.62,91881.29
3476,15770554,Fraser,Male,31,61297.05,7118.02
3477,15806956,Iqbal,Male,30,112666.67,11710.4
3478,15701908,Nina,Female,40,0,25904.12
3479,15736990,Chuang,Male,28,157842.07,86911.49
3480,15743714,Ch'ien,Male,46,91443.75,10958.18
3481,15807993,Bruno,Female,30,110148.49,5790.9
3482,15644686,Kennedy,Female,34,53299.96,42855.97
3483,15677377,Lawrence,Male,37,0,78915.68
3484,15626412,Mort,Male,39,0,81409
3485,15643679,Goliwe,Male,28,70233.74,179252.73
3486,15728456,Martinez,Male,33,0,42171.13
3487,15630661,Vasilyev,Female,25,75212.28,58965.04
3488,15734044,Black,Female,31,41299.03,102681.32
3489,15705001,Napolitani,Female,35,83286.56,125553.52
3490,15809817,Ch'en,Male,43,0,53478.02
3491,15809137,Sagese,Male,29,0,198376.02
3492,15751593,Fraser,Male,35,85668.59,105525.36
3493,15626491,Hughes,Female,45,57327.04,47349
3494,15765461,Giles,Male,47,0,178822.32
3495,15568120,Lacross,Female,37,69609.85,72127.83
3496,15787161,Pisani,Male,46,129269.27,163504.33
3497,15812324,King,Male,27,0,190623.02
